PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Payment Terms,Department,Location,Approval Status,Priority,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-78314,Digital Systems,2026-01-22,2026-01-28,2026-01-28,13x Desk Chair; 96x Printer Paper; 83x Office Desk; 36x Keyboard,228,914.45,149124.94,GBP,Due on Receipt,Logistics,Chicago,Rejected,Urgent,Special packaging needed,14912.49,164037.43,Mike Davis,Jessica White
PO-2026-65066,Premium Materials Co,2026-01-22,2026-02-19,2026-02-19,61x Filing Cabinet; 66x SSD Storage; 13x Power Supply; 64x Laptop; 67x Filing Cabinet,271,179.89,48996.92,GBP,COD,HR,Chicago,Pending,Low,,4899.69,53896.61,John Smith,Lisa Anderson
PO-2026-27391,Office Plus,2026-01-22,2026-02-11,2026-02-11,70x SSD Storage,70,799.21,55944.70,GBP,Due on Receipt,Finance,New York,Approved,High,Standard delivery,5594.47,61539.17,John Smith,Tom Martinez
PO-2026-30853,Industrial Parts Group,2026-01-22,2026-02-20,2026-02-20,31x SSD Storage,31,221.83,6876.73,CAD,Net 30,IT,Chicago,Pending,Medium,Quality inspection required,687.67,7564.40,Robert Wilson,Lisa Anderson
PO-2026-79532,Industrial Parts Group,2026-01-22,2026-02-15,2026-02-15,23x USB Cable,23,322.26,7411.98,USD,Net 60,IT,London,Approved,Urgent,Urgent delivery required,741.20,8153.18,John Smith,Jessica White
PO-2026-41938,Premium Materials Co,2026-01-22,2026-01-30,2026-01-30,39x Network Switch; 17x Office Desk; 27x Network Switch; 30x USB Cable,113,162.23,32292.67,CAD,COD,Logistics,Sydney,Approved,Low,Quality inspection required,3229.27,35521.94,Robert Wilson,Tom Martinez
PO-2026-16056,Industrial Parts Group,2026-01-22,2026-02-16,2026-02-16,90x Printer Paper; 77x Router,167,480.65,67146.21,GBP,Due on Receipt,Operations,Toronto,Pending,Medium,Standard delivery,6714.62,73860.83,Robert Wilson,David Lee
PO-2026-63820,Digital Systems,2026-01-22,2026-01-30,2026-01-30,84x Power Supply; 17x Mouse; 39x SSD Storage,140,66.20,22801.38,EUR,Net 90,HR,New York,Pending,High,Special packaging needed,2280.14,25081.52,Robert Wilson,Jessica White
PO-2026-31024,Premium Materials Co,2026-01-22,2026-02-15,2026-02-15,22x Keyboard,22,338.34,7443.48,AUD,2/10 Net 30,IT,Toronto,Rejected,High,Urgent delivery required,744.35,8187.83,Emily Chen,Tom Martinez
PO-2026-48362,Digital Systems,2026-01-22,2026-02-04,2026-02-04,73x Server RAM,73,504.82,36851.86,AUD,Net 90,Logistics,Toronto,Rejected,Low,Special packaging needed,3685.19,40537.05,John Smith,David Lee
PO-2026-15474,Industrial Parts Group,2026-01-22,2026-01-31,2026-01-31,86x USB Cable; 90x Network Switch; 78x Printer Paper,254,448.09,128916.32,CAD,Net 90,IT,Sydney,Approved,High,Special packaging needed,12891.63,141807.95,Emily Chen,Lisa Anderson
PO-2026-27561,Tech Solutions Ltd,2026-01-22,2026-02-15,2026-02-15,48x Keyboard; 29x Laptop; 7x Router; 89x Laptop; 24x Power Supply,197,117.14,83171.28,AUD,Due on Receipt,IT,Los Angeles,Rejected,High,,8317.13,91488.41,Mike Davis,Jessica White
PO-2026-27681,Enterprise Solutions,2026-01-22,2026-02-09,2026-02-09,67x Monitor; 63x Monitor; 2x SSD Storage; 52x Monitor; 62x Keyboard,246,576.09,155099.08,CAD,Due on Receipt,Operations,London,Approved,Medium,Urgent delivery required,15509.91,170608.99,Sarah Johnson,Lisa Anderson
PO-2026-76297,Acme Corp,2026-01-22,2026-02-01,2026-02-01,49x Ink Cartridge; 20x Power Supply; 45x Router; 27x Network Switch; 38x Office Desk,179,947.29,134784.21,CAD,Net 60,Operations,Los Angeles,Pending,Urgent,Standard delivery,13478.42,148262.63,Emily Chen,Tom Martinez
PO-2026-64792,Component World,2026-01-22,2026-02-18,2026-02-18,3x Desk Chair; 5x Ink Cartridge,8,910.91,6555.53,EUR,Net 30,Operations,London,Rejected,Medium,Urgent delivery required,655.55,7211.08,Mike Davis,David Lee
PO-2026-38569,Enterprise Solutions,2026-01-22,2026-02-04,2026-02-04,87x Ink Cartridge; 47x Power Supply; 73x Router; 80x Laptop; 83x Ink Cartridge,370,895.10,166565.33,CAD,Net 30,Logistics,Chicago,Approved,Low,,16656.53,183221.86,Mike Davis,Jessica White
PO-2026-24557,Enterprise Solutions,2026-01-22,2026-01-27,2026-01-27,62x Laptop; 55x Server RAM,117,543.71,85991.37,GBP,Net 30,Logistics,Chicago,Approved,Low,Special packaging needed,8599.14,94590.51,Emily Chen,David Lee
PO-2026-65419,Tech Solutions Ltd,2026-01-22,2026-02-06,2026-02-06,46x Server RAM,46,129.29,5947.34,EUR,Net 30,Finance,New York,Pending,Low,Urgent delivery required,594.73,6542.07,Robert Wilson,Tom Martinez
PO-2026-48817,Premium Materials Co,2026-01-22,2026-01-28,2026-01-28,33x Laptop; 7x SSD Storage; 20x Router; 9x Power Supply,69,639.87,43326.14,AUD,Net 30,Finance,Toronto,Pending,High,Quality inspection required,4332.61,47658.75,Robert Wilson,David Lee
PO-2026-22291,Office Plus,2026-01-22,2026-02-06,2026-02-06,70x Monitor; 50x Desk Chair; 1x Network Switch; 34x Filing Cabinet,155,737.78,97097.51,USD,Net 30,HR,Chicago,Approved,Low,Quality inspection required,9709.75,106807.26,John Smith,Jessica White
PO-2026-48214,Component World,2026-01-22,2026-02-08,2026-02-08,41x Desk Chair; 95x Monitor,136,492.64,20600.09,USD,Net 60,Operations,London,Rejected,Low,Special packaging needed,2060.01,22660.10,Sarah Johnson,Lisa Anderson
PO-2026-36603,Industrial Parts Group,2026-01-22,2026-02-13,2026-02-13,31x Office Desk; 90x Router; 31x Office Desk,152,310.36,85475.21,CAD,Due on Receipt,Logistics,Toronto,Approved,Medium,,8547.52,94022.73,Mike Davis,Tom Martinez
PO-2026-82344,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,14x Router; 94x Mouse,108,238.33,73602.56,CAD,2/10 Net 30,Logistics,Toronto,Approved,Low,Standard delivery,7360.26,80962.82,Mike Davis,David Lee
PO-2026-76176,Global Supplies Inc,2026-01-22,2026-02-16,2026-02-16,90x Office Desk; 75x Printer Paper,165,79.21,16954.65,GBP,2/10 Net 30,Finance,London,Approved,High,Special packaging needed,1695.47,18650.12,John Smith,Tom Martinez
PO-2026-49161,Component World,2026-01-22,2026-02-19,2026-02-19,91x Router; 45x Monitor; 77x Office Desk; 22x Printer Paper,235,13.15,44839.18,EUR,Due on Receipt,HR,Chicago,Approved,Medium,Urgent delivery required,4483.92,49323.10,Emily Chen,David Lee
PO-2026-49932,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,94x Printer Paper; 1x Office Desk; 28x Desk Chair; 70x Office Desk,193,229.72,87041.94,GBP,Net 30,Finance,Toronto,Pending,Urgent,,8704.19,95746.13,Mike Davis,Tom Martinez
PO-2026-92956,Office Plus,2026-01-22,2026-02-12,2026-02-12,53x Printer Paper; 39x Router; 36x Network Switch; 28x Network Switch; 71x Monitor,227,476.16,116448.66,AUD,Net 60,IT,Chicago,Pending,High,Standard delivery,11644.87,128093.53,Mike Davis,Tom Martinez
PO-2026-80689,Premium Materials Co,2026-01-22,2026-02-12,2026-02-12,43x SSD Storage; 3x USB Cable; 17x Router,63,37.28,11208.47,USD,Net 60,HR,New York,Rejected,Low,Quality inspection required,1120.85,12329.32,John Smith,Lisa Anderson
PO-2026-77139,Component World,2026-01-22,2026-02-16,2026-02-16,21x Server RAM; 57x Monitor; 84x Power Supply,162,378.27,106755.42,AUD,Net 90,IT,Chicago,Approved,Urgent,Standard delivery,10675.54,117430.96,Sarah Johnson,Alice Brown
PO-2026-64709,Tech Solutions Ltd,2026-01-22,2026-02-13,2026-02-13,25x Filing Cabinet; 96x Power Supply; 63x Network Switch; 26x Filing Cabinet; 38x Printer Paper,248,950.27,160239.09,EUR,2/10 Net 30,Finance,Sydney,Pending,Urgent,,16023.91,176263.00,John Smith,Alice Brown
PO-2026-10248,Tech Solutions Ltd,2026-01-22,2026-02-11,2026-02-11,56x Monitor; 80x Mouse; 3x Server RAM,139,256.33,56478.90,AUD,2/10 Net 30,Logistics,Los Angeles,Approved,Urgent,Special packaging needed,5647.89,62126.79,Robert Wilson,Jessica White
PO-2026-56487,Global Supplies Inc,2026-01-22,2026-02-05,2026-02-05,35x Power Supply; 34x SSD Storage; 37x Monitor; 32x Power Supply,138,596.65,90663.91,USD,Net 30,IT,Chicago,Rejected,Medium,Urgent delivery required,9066.39,99730.30,John Smith,Alice Brown
PO-2026-87299,Enterprise Solutions,2026-01-22,2026-02-04,2026-02-04,66x Laptop; 60x Filing Cabinet; 16x USB Cable; 92x Desk Chair; 48x Filing Cabinet,282,761.01,169748.58,USD,Net 90,IT,Sydney,Rejected,Low,Quality inspection required,16974.86,186723.44,Robert Wilson,Jessica White
PO-2026-31891,Office Plus,2026-01-22,2026-01-29,2026-01-29,44x Router; 84x SSD Storage; 82x SSD Storage; 71x Router,281,465.55,143351.21,GBP,Net 90,Logistics,Los Angeles,Approved,Low,Quality inspection required,14335.12,157686.33,Sarah Johnson,Jessica White
PO-2026-12589,Global Supplies Inc,2026-01-22,2026-01-30,2026-01-30,33x SSD Storage; 10x Desk Chair; 53x Printer Paper; 57x Filing Cabinet,153,614.80,66084.56,CAD,Net 60,IT,Toronto,Rejected,Medium,Quality inspection required,6608.46,72693.02,Emily Chen,David Lee
PO-2026-41250,Enterprise Solutions,2026-01-22,2026-01-27,2026-01-27,95x Power Supply; 49x Mouse; 43x Mouse; 48x Printer Paper; 77x Power Supply,312,621.50,212033.30,EUR,COD,Logistics,New York,Rejected,Low,,21203.33,233236.63,Mike Davis,Lisa Anderson
PO-2026-25327,Premium Materials Co,2026-01-22,2026-02-10,2026-02-10,17x USB Cable; 92x Router,109,733.99,27271.43,USD,Due on Receipt,Logistics,Los Angeles,Rejected,Urgent,Special packaging needed,2727.14,29998.57,Sarah Johnson,David Lee
PO-2026-61649,Enterprise Solutions,2026-01-22,2026-02-07,2026-02-07,92x Mouse; 17x Laptop; 87x Server RAM; 44x Server RAM,240,481.29,102962.82,CAD,2/10 Net 30,Finance,Sydney,Pending,Low,Urgent delivery required,10296.28,113259.10,Mike Davis,David Lee
PO-2026-75826,Component World,2026-01-22,2026-02-05,2026-02-05,4x Network Switch; 73x Desk Chair; 12x Network Switch,89,805.58,18990.89,GBP,2/10 Net 30,IT,Toronto,Approved,Medium,,1899.09,20889.98,Mike Davis,Jessica White
PO-2026-22314,Tech Solutions Ltd,2026-01-22,2026-02-02,2026-02-02,35x Power Supply; 79x Power Supply; 41x Laptop; 80x Desk Chair; 8x Printer Paper,243,623.75,138792.66,AUD,Net 60,HR,Sydney,Approved,Low,Quality inspection required,13879.27,152671.93,John Smith,David Lee
PO-2026-92184,Global Supplies Inc,2026-01-22,2026-02-17,2026-02-17,55x Power Supply,55,576.15,31688.25,GBP,Net 30,HR,Chicago,Rejected,Urgent,,3168.83,34857.08,Sarah Johnson,David Lee
PO-2026-23398,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,56x Ink Cartridge; 72x Ink Cartridge,128,608.58,76200.48,EUR,Due on Receipt,IT,Los Angeles,Pending,Medium,Quality inspection required,7620.05,83820.53,Sarah Johnson,Jessica White
PO-2026-94727,Digital Systems,2026-01-22,2026-02-13,2026-02-13,94x SSD Storage,94,453.65,42643.10,GBP,Net 30,IT,Toronto,Pending,Low,Quality inspection required,4264.31,46907.41,Sarah Johnson,Jessica White
PO-2026-97266,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,89x Server RAM; 73x Keyboard; 93x Monitor,255,149.71,114086.52,AUD,Net 30,HR,Toronto,Pending,High,Urgent delivery required,11408.65,125495.17,Emily Chen,Alice Brown
PO-2026-84872,Office Plus,2026-01-22,2026-02-01,2026-02-01,75x Office Desk; 33x Office Desk; 75x Network Switch,183,979.75,175407.18,CAD,Net 90,IT,New York,Rejected,Urgent,Urgent delivery required,17540.72,192947.90,Mike Davis,Lisa Anderson
PO-2026-22325,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,62x Office Desk; 91x Office Desk,153,433.96,55033.62,AUD,Net 90,Logistics,Chicago,Approved,Medium,Quality inspection required,5503.36,60536.98,Robert Wilson,Alice Brown
PO-2026-74700,Office Plus,2026-01-22,2026-02-19,2026-02-19,1x Filing Cabinet; 18x Server RAM; 88x USB Cable; 68x Power Supply; 98x Desk Chair,273,712.39,154102.81,EUR,COD,Logistics,Toronto,Pending,High,Special packaging needed,15410.28,169513.09,Robert Wilson,Jessica White
PO-2026-97918,Digital Systems,2026-01-22,2026-01-28,2026-01-28,98x Filing Cabinet; 85x Ink Cartridge; 56x Monitor; 71x Ink Cartridge; 12x Mouse,322,898.35,247322.97,CAD,2/10 Net 30,Logistics,Chicago,Pending,High,Quality inspection required,24732.30,272055.27,Sarah Johnson,Tom Martinez
PO-2026-78106,Digital Systems,2026-01-22,2026-02-02,2026-02-02,86x Network Switch,86,389.56,33502.16,AUD,Net 30,HR,Sydney,Pending,Medium,Quality inspection required,3350.22,36852.38,John Smith,Jessica White
PO-2026-52673,Premium Materials Co,2026-01-22,2026-02-01,2026-02-01,31x Server RAM; 100x Desk Chair; 73x USB Cable; 88x Router; 55x Monitor,347,393.45,183561.31,AUD,COD,Operations,Los Angeles,Pending,High,Special packaging needed,18356.13,201917.44,Sarah Johnson,Jessica White
PO-2026-97491,Digital Systems,2026-01-22,2026-02-12,2026-02-12,99x Keyboard,99,235.28,23292.72,USD,2/10 Net 30,Operations,London,Rejected,High,,2329.27,25621.99,Mike Davis,Jessica White
PO-2026-14129,Premium Materials Co,2026-01-22,2026-02-18,2026-02-18,66x Office Desk,66,107.14,7071.24,CAD,Net 30,Operations,Toronto,Rejected,Low,Special packaging needed,707.12,7778.36,Emily Chen,Lisa Anderson
PO-2026-77681,Enterprise Solutions,2026-01-22,2026-02-10,2026-02-10,27x Filing Cabinet; 18x Router,45,410.57,20636.19,GBP,Net 60,Logistics,London,Pending,Urgent,Standard delivery,2063.62,22699.81,Mike Davis,Tom Martinez
PO-2026-31665,Quality Distributors,2026-01-22,2026-02-20,2026-02-20,68x USB Cable; 2x Desk Chair,70,671.90,46937.38,GBP,Net 30,HR,Chicago,Pending,High,Standard delivery,4693.74,51631.12,John Smith,Jessica White
PO-2026-26371,Enterprise Solutions,2026-01-22,2026-02-16,2026-02-16,66x Power Supply; 48x USB Cable,114,890.92,99591.60,GBP,Net 90,Operations,Sydney,Pending,Urgent,,9959.16,109550.76,Emily Chen,David Lee
PO-2026-26498,Premium Materials Co,2026-01-22,2026-02-08,2026-02-08,75x Keyboard; 95x Filing Cabinet; 75x Desk Chair; 58x Keyboard,303,798.27,131525.36,CAD,Net 60,IT,London,Rejected,High,,13152.54,144677.90,Mike Davis,David Lee
PO-2026-15581,Quality Distributors,2026-01-22,2026-02-13,2026-02-13,8x Office Desk,8,10.52,84.16,GBP,Net 90,Finance,Los Angeles,Approved,High,Special packaging needed,8.42,92.58,Sarah Johnson,Lisa Anderson
PO-2026-66629,Digital Systems,2026-01-22,2026-01-28,2026-01-28,79x Desk Chair; 14x Monitor; 79x USB Cable; 35x Office Desk,207,141.44,48395.83,GBP,COD,IT,London,Pending,High,Standard delivery,4839.58,53235.41,Mike Davis,Alice Brown
PO-2026-90198,Digital Systems,2026-01-22,2026-02-09,2026-02-09,55x Router; 88x Router; 34x Mouse; 47x Monitor,224,861.96,197602.48,AUD,COD,Operations,Los Angeles,Approved,Low,Special packaging needed,19760.25,217362.73,Sarah Johnson,Jessica White
PO-2026-67056,Digital Systems,2026-01-22,2026-02-17,2026-02-17,76x SSD Storage,76,691.24,52534.24,EUR,COD,Finance,New York,Pending,Low,Quality inspection required,5253.42,57787.66,Sarah Johnson,Alice Brown
PO-2026-80443,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,15x Office Desk; 8x USB Cable; 70x Laptop; 26x Desk Chair; 97x Mouse,216,724.81,110093.54,USD,Net 90,Logistics,Chicago,Pending,Low,Urgent delivery required,11009.35,121102.89,Emily Chen,Alice Brown
PO-2026-93209,Digital Systems,2026-01-22,2026-02-09,2026-02-09,33x Monitor; 15x Desk Chair,48,947.18,34932.69,CAD,COD,Logistics,Chicago,Rejected,Low,Special packaging needed,3493.27,38425.96,Robert Wilson,Tom Martinez
PO-2026-16964,Digital Systems,2026-01-22,2026-02-08,2026-02-08,6x Mouse; 72x SSD Storage,78,497.17,47711.58,CAD,Net 60,HR,New York,Approved,Low,Quality inspection required,4771.16,52482.74,Robert Wilson,David Lee
PO-2026-91124,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,89x Network Switch; 10x Laptop,99,746.29,69739.61,AUD,2/10 Net 30,HR,New York,Rejected,High,Standard delivery,6973.96,76713.57,Emily Chen,Jessica White
PO-2026-16278,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,71x Power Supply; 68x Monitor; 16x Network Switch,155,617.46,95640.54,GBP,Net 30,Finance,Toronto,Pending,High,Standard delivery,9564.05,105204.59,John Smith,Tom Martinez
PO-2026-18269,Digital Systems,2026-01-22,2026-02-12,2026-02-12,36x Network Switch; 67x USB Cable; 79x Power Supply,182,837.97,106421.84,AUD,2/10 Net 30,Logistics,Sydney,Pending,High,Special packaging needed,10642.18,117064.02,Sarah Johnson,Tom Martinez
PO-2026-91690,Acme Corp,2026-01-22,2026-02-10,2026-02-10,97x Printer Paper; 32x Keyboard; 20x Power Supply; 40x USB Cable; 95x Server RAM,284,612.63,145846.09,USD,Net 90,Operations,New York,Rejected,Low,Standard delivery,14584.61,160430.70,Sarah Johnson,Jessica White
PO-2026-77902,Digital Systems,2026-01-22,2026-02-15,2026-02-15,65x Network Switch,65,695.82,45228.30,CAD,Due on Receipt,Finance,Toronto,Pending,Urgent,Quality inspection required,4522.83,49751.13,John Smith,Lisa Anderson
PO-2026-42953,Component World,2026-01-22,2026-02-21,2026-02-21,53x Laptop; 34x Printer Paper,87,73.17,35061.79,CAD,2/10 Net 30,Finance,Toronto,Rejected,Medium,Quality inspection required,3506.18,38567.97,Robert Wilson,Lisa Anderson
PO-2026-91905,Office Plus,2026-01-22,2026-02-18,2026-02-18,78x Filing Cabinet; 59x Printer Paper; 30x Monitor; 45x Power Supply; 79x USB Cable,291,392.19,123493.87,EUR,Net 60,Logistics,Chicago,Pending,Low,Standard delivery,12349.39,135843.26,Mike Davis,Tom Martinez
PO-2026-68898,Quality Distributors,2026-01-22,2026-02-10,2026-02-10,25x Filing Cabinet; 27x Power Supply; 22x Keyboard,74,899.00,52857.35,CAD,Due on Receipt,Logistics,Los Angeles,Approved,Medium,Quality inspection required,5285.74,58143.09,Sarah Johnson,Tom Martinez
PO-2026-16329,Enterprise Solutions,2026-01-22,2026-02-12,2026-02-12,16x Filing Cabinet; 10x Router; 2x Network Switch; 44x Network Switch,72,234.45,23488.64,USD,2/10 Net 30,IT,Sydney,Approved,Low,Urgent delivery required,2348.86,25837.50,Robert Wilson,David Lee
PO-2026-68691,Tech Solutions Ltd,2026-01-22,2026-02-07,2026-02-07,39x Desk Chair; 49x Laptop; 60x Ink Cartridge,148,736.53,49469.47,USD,Net 30,Finance,Toronto,Rejected,High,Special packaging needed,4946.95,54416.42,Robert Wilson,Jessica White
PO-2026-69459,Premium Materials Co,2026-01-22,2026-02-20,2026-02-20,33x Router; 6x Monitor,39,225.09,11108.07,AUD,COD,Operations,New York,Rejected,Medium,Special packaging needed,1110.81,12218.88,Emily Chen,Jessica White
PO-2026-13254,Enterprise Solutions,2026-01-22,2026-02-03,2026-02-03,13x SSD Storage,13,301.89,3924.57,CAD,2/10 Net 30,IT,London,Approved,Medium,,392.46,4317.03,Robert Wilson,Jessica White
PO-2026-33227,Enterprise Solutions,2026-01-22,2026-02-04,2026-02-04,10x Mouse; 64x Office Desk; 9x Laptop,83,998.36,46091.72,GBP,COD,Logistics,Toronto,Pending,High,Urgent delivery required,4609.17,50700.89,Mike Davis,Lisa Anderson
PO-2026-16083,Global Supplies Inc,2026-01-22,2026-02-04,2026-02-04,57x Office Desk; 63x Server RAM; 72x Keyboard,192,417.62,137340.87,USD,Due on Receipt,IT,New York,Pending,Medium,Urgent delivery required,13734.09,151074.96,Emily Chen,Tom Martinez
PO-2026-29245,Office Plus,2026-01-22,2026-02-09,2026-02-09,24x Server RAM; 55x SSD Storage; 40x Monitor,119,304.83,66385.32,AUD,Due on Receipt,HR,Los Angeles,Pending,Medium,,6638.53,73023.85,John Smith,Jessica White
PO-2026-54155,Office Plus,2026-01-22,2026-02-03,2026-02-03,59x Keyboard; 31x Monitor; 60x Ink Cartridge; 24x USB Cable,174,66.22,30768.18,EUR,2/10 Net 30,HR,Los Angeles,Pending,High,Standard delivery,3076.82,33845.00,Emily Chen,Alice Brown
PO-2026-62719,Industrial Parts Group,2026-01-22,2026-01-30,2026-01-30,41x Desk Chair; 74x Office Desk; 65x USB Cable; 41x Desk Chair; 92x Printer Paper,313,633.82,95623.73,AUD,COD,HR,New York,Rejected,Medium,Quality inspection required,9562.37,105186.10,John Smith,Alice Brown
PO-2026-44551,Enterprise Solutions,2026-01-22,2026-02-19,2026-02-19,12x Keyboard; 52x Router; 55x Mouse; 70x Filing Cabinet,189,532.23,94950.86,AUD,2/10 Net 30,IT,Los Angeles,Pending,Medium,,9495.09,104445.95,Emily Chen,David Lee
PO-2026-38883,Premium Materials Co,2026-01-22,2026-02-11,2026-02-11,97x Monitor; 14x Laptop; 84x Filing Cabinet; 18x Router,213,996.28,122860.46,CAD,Due on Receipt,IT,New York,Pending,Medium,Urgent delivery required,12286.05,135146.51,Sarah Johnson,Jessica White
PO-2026-48109,Industrial Parts Group,2026-01-22,2026-01-28,2026-01-28,89x Router; 49x Monitor,138,289.29,65754.33,EUR,2/10 Net 30,Operations,Sydney,Approved,Medium,Standard delivery,6575.43,72329.76,John Smith,Lisa Anderson
PO-2026-52619,Tech Solutions Ltd,2026-01-22,2026-02-20,2026-02-20,39x Filing Cabinet; 89x Power Supply; 64x Laptop,192,972.83,139751.19,AUD,COD,IT,Chicago,Pending,Urgent,,13975.12,153726.31,Mike Davis,Jessica White
PO-2026-27324,Premium Materials Co,2026-01-22,2026-02-12,2026-02-12,8x Printer Paper; 44x Printer Paper; 81x Network Switch; 96x Server RAM,229,490.09,56079.59,CAD,Net 90,Operations,London,Pending,Urgent,Quality inspection required,5607.96,61687.55,Robert Wilson,Alice Brown
PO-2026-95400,Component World,2026-01-22,2026-02-02,2026-02-02,52x Server RAM; 90x Ink Cartridge; 74x SSD Storage,216,821.86,91791.96,AUD,Due on Receipt,Operations,Los Angeles,Pending,Medium,,9179.20,100971.16,Sarah Johnson,Alice Brown
PO-2026-31883,Global Supplies Inc,2026-01-22,2026-02-07,2026-02-07,2x Mouse; 12x Server RAM; 7x Ink Cartridge,21,910.80,15639.57,EUR,Net 90,IT,Sydney,Rejected,Low,,1563.96,17203.53,Emily Chen,David Lee
