PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Status,Payment Terms,Department,Location,Approval Status,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-95428,Tech Solutions Ltd,2026-01-22,2026-02-11,2026-02-11,36x Ink Cartridge; 61x Mouse,97,307.52,50665.82,CAD,Cancelled,COD,IT,New York,Approved,Special packaging needed,5066.58,55732.40,Mike Davis,Tom Martinez
PO-2026-22166,Component World,2026-01-22,2026-02-19,2026-02-19,38x Router; 6x Filing Cabinet; 52x Printer Paper,96,565.74,33046.08,EUR,Pending,2/10 Net 30,Finance,Chicago,Rejected,Special packaging needed,3304.61,36350.69,Emily Chen,Tom Martinez
PO-2026-47760,Quality Distributors,2026-01-22,2026-02-02,2026-02-02,77x Laptop; 95x USB Cable; 95x Printer Paper; 56x Printer Paper,323,722.85,161905.17,CAD,Pending,Net 30,IT,Los Angeles,Rejected,,16190.52,178095.69,Emily Chen,Lisa Anderson
PO-2026-14581,Global Supplies Inc,2026-01-22,2026-02-10,2026-02-10,33x Laptop,33,687.16,22676.28,GBP,Pending,2/10 Net 30,Finance,London,Approved,Quality inspection required,2267.63,24943.91,Emily Chen,David Lee
PO-2026-72810,Acme Corp,2026-01-22,2026-01-30,2026-01-30,9x SSD Storage; 67x Laptop; 43x Office Desk; 62x Laptop,181,565.14,91323.13,USD,Approved,Net 90,Logistics,New York,Rejected,Urgent delivery required,9132.31,100455.44,Sarah Johnson,David Lee
PO-2026-45484,Global Supplies Inc,2026-01-22,2026-02-16,2026-02-16,85x Server RAM; 6x Desk Chair; 46x Laptop; 36x Server RAM,173,98.34,34660.52,USD,Pending,Net 60,Finance,Chicago,Pending,Urgent delivery required,3466.05,38126.57,Emily Chen,Jessica White
PO-2026-55377,Digital Systems,2026-01-22,2026-02-10,2026-02-10,88x Filing Cabinet; 19x SSD Storage; 86x Keyboard; 37x Office Desk; 37x Keyboard,267,684.63,150793.19,CAD,Received,Net 30,HR,Sydney,Rejected,,15079.32,165872.51,Emily Chen,Alice Brown
PO-2026-92951,Component World,2026-01-22,2026-02-09,2026-02-09,52x Laptop,52,707.08,36768.16,GBP,Pending,Due on Receipt,Finance,London,Pending,Special packaging needed,3676.82,40444.98,Sarah Johnson,Jessica White
PO-2026-59178,Office Plus,2026-01-22,2026-02-15,2026-02-15,95x Mouse; 20x Filing Cabinet; 73x Network Switch; 81x Office Desk; 87x Server RAM,356,416.25,207993.37,CAD,Draft,Net 60,Logistics,Chicago,Rejected,Urgent delivery required,20799.34,228792.71,Sarah Johnson,Alice Brown
PO-2026-42197,Office Plus,2026-01-22,2026-01-29,2026-01-29,84x Desk Chair,84,607.91,51064.44,EUR,Cancelled,Net 30,IT,Sydney,Approved,Urgent delivery required,5106.44,56170.88,John Smith,David Lee
PO-2026-58300,Acme Corp,2026-01-22,2026-02-01,2026-02-01,51x Laptop; 65x Printer Paper; 4x Printer Paper,120,206.93,20089.96,CAD,Draft,Net 90,Operations,Toronto,Rejected,Special packaging needed,2009.00,22098.96,Sarah Johnson,Alice Brown
PO-2026-85482,Digital Systems,2026-01-22,2026-02-01,2026-02-01,54x USB Cable,54,337.43,18221.22,EUR,Approved,Net 30,Logistics,Sydney,Pending,Urgent delivery required,1822.12,20043.34,Sarah Johnson,Tom Martinez
PO-2026-13307,Premium Materials Co,2026-01-22,2026-02-16,2026-02-16,10x Laptop; 91x Network Switch,101,562.02,40328.51,USD,Pending,Net 60,Operations,London,Approved,Standard delivery,4032.85,44361.36,Sarah Johnson,Jessica White
PO-2026-60589,Tech Solutions Ltd,2026-01-22,2026-02-15,2026-02-15,58x Power Supply; 61x Server RAM,119,825.49,59568.46,USD,Pending,Net 30,HR,Chicago,Approved,Special packaging needed,5956.85,65525.31,Emily Chen,David Lee
PO-2026-71465,Component World,2026-01-22,2026-02-07,2026-02-07,66x Desk Chair; 36x Mouse,102,519.00,41731.92,CAD,Pending,2/10 Net 30,IT,Toronto,Pending,Urgent delivery required,4173.19,45905.11,Sarah Johnson,Alice Brown
PO-2026-68349,Industrial Parts Group,2026-01-22,2026-01-30,2026-01-30,32x Keyboard,32,385.24,12327.68,EUR,Received,Net 30,IT,Sydney,Rejected,,1232.77,13560.45,Robert Wilson,Alice Brown
PO-2026-15452,Industrial Parts Group,2026-01-22,2026-02-17,2026-02-17,32x Monitor; 51x SSD Storage; 62x Monitor,145,896.55,74153.32,AUD,Cancelled,Net 30,Operations,London,Rejected,Urgent delivery required,7415.33,81568.65,John Smith,David Lee
PO-2026-15350,Premium Materials Co,2026-01-22,2026-02-10,2026-02-10,94x Mouse; 100x Server RAM; 21x Desk Chair,215,809.62,155510.92,GBP,Pending,Net 90,IT,London,Rejected,Special packaging needed,15551.09,171062.01,Emily Chen,Lisa Anderson
PO-2026-35818,Global Supplies Inc,2026-01-22,2026-01-28,2026-01-28,12x Office Desk,12,955.62,11467.44,EUR,Received,Net 60,HR,Chicago,Pending,Urgent delivery required,1146.74,12614.18,Robert Wilson,David Lee
PO-2026-10999,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,64x Mouse; 58x Printer Paper,122,953.98,64816.60,CAD,Pending,Net 30,Logistics,Toronto,Approved,,6481.66,71298.26,Sarah Johnson,Tom Martinez
PO-2026-12660,Industrial Parts Group,2026-01-22,2026-02-11,2026-02-11,62x Server RAM; 49x Office Desk; 88x Power Supply; 70x Router; 94x USB Cable,363,373.64,73762.13,CAD,Cancelled,Due on Receipt,Logistics,London,Approved,Special packaging needed,7376.21,81138.34,Mike Davis,Jessica White
PO-2026-19128,Industrial Parts Group,2026-01-22,2026-02-01,2026-02-01,85x Mouse,85,621.44,52822.40,CAD,Approved,2/10 Net 30,HR,Sydney,Approved,,5282.24,58104.64,Robert Wilson,Jessica White
PO-2026-80727,Office Plus,2026-01-22,2026-01-27,2026-01-27,72x Server RAM; 2x Keyboard,74,672.64,50223.96,GBP,Approved,Net 60,Finance,Toronto,Rejected,Special packaging needed,5022.40,55246.36,Robert Wilson,Alice Brown
PO-2026-64179,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,16x Power Supply; 16x Desk Chair,32,972.11,26352.32,CAD,Draft,Net 90,Operations,London,Pending,Quality inspection required,2635.23,28987.55,Robert Wilson,Jessica White
PO-2026-89384,Office Plus,2026-01-22,2026-02-04,2026-02-04,37x Router; 80x Ink Cartridge,117,851.36,36889.92,EUR,Partial,Net 60,Finance,London,Pending,Special packaging needed,3688.99,40578.91,Robert Wilson,Lisa Anderson
PO-2026-56749,Acme Corp,2026-01-22,2026-02-06,2026-02-06,94x Printer Paper; 34x SSD Storage; 77x Desk Chair; 76x SSD Storage; 12x Network Switch,293,478.01,142615.40,CAD,Partial,Net 30,Operations,New York,Approved,,14261.54,156876.94,Sarah Johnson,Alice Brown
PO-2026-66972,Tech Solutions Ltd,2026-01-22,2026-02-11,2026-02-11,12x Desk Chair; 87x USB Cable; 43x Router,142,307.12,42750.18,CAD,Partial,2/10 Net 30,Logistics,Chicago,Rejected,Urgent delivery required,4275.02,47025.20,Robert Wilson,Alice Brown
PO-2026-26546,Digital Systems,2026-01-22,2026-02-19,2026-02-19,54x Filing Cabinet; 85x Monitor; 67x Mouse; 62x Power Supply; 1x SSD Storage,269,61.86,39097.42,USD,Received,Net 90,Finance,Los Angeles,Approved,Urgent delivery required,3909.74,43007.16,Robert Wilson,Alice Brown
PO-2026-29276,Component World,2026-01-22,2026-02-09,2026-02-09,89x Keyboard; 25x Mouse,114,584.33,71629.37,AUD,Cancelled,Due on Receipt,Operations,London,Pending,Quality inspection required,7162.94,78792.31,Sarah Johnson,Tom Martinez
PO-2026-43444,Industrial Parts Group,2026-01-22,2026-02-03,2026-02-03,74x Office Desk; 47x SSD Storage; 80x Network Switch,201,12.07,82747.41,CAD,Approved,Due on Receipt,Logistics,London,Rejected,Quality inspection required,8274.74,91022.15,Emily Chen,Jessica White
PO-2026-92733,Enterprise Solutions,2026-01-22,2026-02-09,2026-02-09,8x Desk Chair; 64x Monitor; 67x SSD Storage; 83x Monitor,222,909.58,157595.05,EUR,Pending,COD,Finance,Toronto,Approved,Standard delivery,15759.51,173354.56,Sarah Johnson,Tom Martinez
PO-2026-41191,Office Plus,2026-01-22,2026-02-10,2026-02-10,47x USB Cable; 37x Keyboard,84,595.41,33723.71,GBP,Pending,Net 90,Finance,Sydney,Rejected,Special packaging needed,3372.37,37096.08,John Smith,David Lee
PO-2026-85804,Acme Corp,2026-01-22,2026-02-02,2026-02-02,93x Router; 19x Monitor; 66x Power Supply; 12x Server RAM; 3x Desk Chair,193,562.83,70363.00,GBP,Pending,Net 90,Logistics,Chicago,Approved,Quality inspection required,7036.30,77399.30,Robert Wilson,Jessica White
PO-2026-80356,Component World,2026-01-22,2026-02-18,2026-02-18,98x Office Desk; 75x Server RAM; 63x Monitor,236,424.31,136418.92,EUR,Cancelled,Net 60,Logistics,Los Angeles,Rejected,Quality inspection required,13641.89,150060.81,Robert Wilson,Jessica White
PO-2026-26134,Acme Corp,2026-01-22,2026-02-19,2026-02-19,44x Filing Cabinet; 58x Ink Cartridge; 32x Router; 61x Monitor,195,183.11,66071.23,CAD,Received,Due on Receipt,HR,Sydney,Rejected,Quality inspection required,6607.12,72678.35,Robert Wilson,Tom Martinez
PO-2026-21454,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,25x Desk Chair,25,154.66,3866.50,GBP,Received,COD,Operations,New York,Approved,Quality inspection required,386.65,4253.15,Emily Chen,Tom Martinez
PO-2026-51009,Digital Systems,2026-01-22,2026-01-31,2026-01-31,43x Mouse; 79x Office Desk,122,227.28,57537.23,GBP,Approved,Net 90,Operations,New York,Pending,Urgent delivery required,5753.72,63290.95,Mike Davis,Jessica White
PO-2026-37058,Office Plus,2026-01-22,2026-01-30,2026-01-30,100x Monitor; 67x Filing Cabinet; 78x USB Cable; 37x Server RAM,282,600.81,159898.80,GBP,Pending,Net 30,Logistics,Sydney,Pending,Special packaging needed,15989.88,175888.68,Sarah Johnson,Jessica White
PO-2026-53574,Office Plus,2026-01-22,2026-02-16,2026-02-16,30x Power Supply; 30x Desk Chair,60,370.87,32975.10,USD,Pending,Net 30,IT,Toronto,Pending,Standard delivery,3297.51,36272.61,Emily Chen,Alice Brown
PO-2026-71560,Quality Distributors,2026-01-22,2026-02-14,2026-02-14,52x Power Supply; 49x Router,101,777.45,75350.68,USD,Pending,Net 60,Operations,Chicago,Approved,Quality inspection required,7535.07,82885.75,Sarah Johnson,Lisa Anderson
PO-2026-83642,Industrial Parts Group,2026-01-22,2026-01-28,2026-01-28,53x Power Supply; 3x Router; 66x Server RAM,122,523.80,60572.04,CAD,Partial,Due on Receipt,HR,Chicago,Pending,Special packaging needed,6057.20,66629.24,Emily Chen,David Lee
PO-2026-76542,Digital Systems,2026-01-22,2026-02-02,2026-02-02,57x Printer Paper,57,199.71,11383.47,EUR,Pending,2/10 Net 30,HR,Chicago,Pending,Quality inspection required,1138.35,12521.82,Robert Wilson,David Lee
PO-2026-93370,Acme Corp,2026-01-22,2026-02-02,2026-02-02,13x Network Switch; 16x Printer Paper; 30x Power Supply; 38x Laptop; 69x Office Desk,166,661.31,70509.08,AUD,Partial,Net 90,Operations,Sydney,Rejected,Quality inspection required,7050.91,77559.99,Emily Chen,Jessica White
PO-2026-35676,Office Plus,2026-01-22,2026-02-18,2026-02-18,16x Laptop; 88x Laptop; 44x Router; 7x Filing Cabinet; 36x Printer Paper,191,384.49,123622.30,EUR,Partial,Due on Receipt,IT,London,Pending,,12362.23,135984.53,Robert Wilson,Lisa Anderson
PO-2026-56461,Premium Materials Co,2026-01-22,2026-01-27,2026-01-27,55x Desk Chair; 71x Network Switch,126,94.38,9100.87,AUD,Cancelled,Net 30,HR,London,Approved,,910.09,10010.96,Sarah Johnson,Lisa Anderson
PO-2026-66448,Component World,2026-01-22,2026-02-16,2026-02-16,2x Desk Chair; 94x Server RAM; 42x Office Desk; 43x Network Switch,181,155.43,112617.50,CAD,Pending,Net 90,HR,Los Angeles,Pending,,11261.75,123879.25,Sarah Johnson,Jessica White
PO-2026-81181,Office Plus,2026-01-22,2026-02-06,2026-02-06,46x USB Cable; 54x Network Switch; 31x Router; 95x Keyboard,226,622.98,118354.16,GBP,Approved,Net 60,Operations,Los Angeles,Rejected,Urgent delivery required,11835.42,130189.58,John Smith,Lisa Anderson
PO-2026-50692,Digital Systems,2026-01-22,2026-02-21,2026-02-21,37x Laptop; 85x Mouse; 96x Laptop; 11x Server RAM; 73x Mouse,302,994.99,108823.51,USD,Partial,COD,IT,New York,Approved,Urgent delivery required,10882.35,119705.86,Robert Wilson,Lisa Anderson
PO-2026-39746,Acme Corp,2026-01-22,2026-02-03,2026-02-03,17x Mouse; 20x Ink Cartridge; 91x Monitor; 78x Laptop,206,70.28,79221.18,EUR,Partial,Net 30,Operations,Sydney,Pending,Standard delivery,7922.12,87143.30,Robert Wilson,Lisa Anderson
PO-2026-82140,Tech Solutions Ltd,2026-01-22,2026-02-06,2026-02-06,23x Network Switch,23,424.11,9754.53,AUD,Cancelled,COD,Finance,New York,Approved,,975.45,10729.98,Emily Chen,Alice Brown
PO-2026-61918,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,99x Office Desk; 86x SSD Storage; 4x Office Desk; 81x Network Switch; 27x USB Cable,297,46.67,114949.02,USD,Partial,COD,IT,Sydney,Pending,Urgent delivery required,11494.90,126443.92,Sarah Johnson,Alice Brown
PO-2026-19835,Enterprise Solutions,2026-01-22,2026-02-20,2026-02-20,15x Filing Cabinet; 14x Filing Cabinet; 21x Ink Cartridge; 96x Mouse,146,474.86,115147.51,CAD,Pending,COD,Finance,Toronto,Pending,Urgent delivery required,11514.75,126662.26,Sarah Johnson,Tom Martinez
PO-2026-96021,Acme Corp,2026-01-22,2026-02-15,2026-02-15,30x Office Desk,30,342.74,10282.20,EUR,Draft,Due on Receipt,Operations,New York,Rejected,Standard delivery,1028.22,11310.42,Mike Davis,Lisa Anderson
PO-2026-78069,Tech Solutions Ltd,2026-01-22,2026-02-09,2026-02-09,1x Printer Paper; 71x USB Cable,72,375.75,27743.41,USD,Draft,COD,HR,Los Angeles,Rejected,Urgent delivery required,2774.34,30517.75,Mike Davis,Tom Martinez
PO-2026-94160,Digital Systems,2026-01-22,2026-02-12,2026-02-12,15x Network Switch; 18x Network Switch; 35x Router,68,125.84,15109.87,AUD,Draft,Due on Receipt,HR,Sydney,Rejected,Urgent delivery required,1510.99,16620.86,Emily Chen,Lisa Anderson
PO-2026-86701,Industrial Parts Group,2026-01-22,2026-01-27,2026-01-27,67x Keyboard; 26x Filing Cabinet; 89x Mouse; 54x Monitor,236,981.47,139049.54,GBP,Pending,Net 60,Finance,Sydney,Rejected,Urgent delivery required,13904.95,152954.49,Mike Davis,Tom Martinez
PO-2026-79237,Premium Materials Co,2026-01-22,2026-02-12,2026-02-12,40x SSD Storage; 23x Monitor; 56x Power Supply; 87x USB Cable; 31x Power Supply,237,728.13,136605.18,AUD,Partial,Net 60,Finance,Toronto,Pending,,13660.52,150265.70,Emily Chen,Tom Martinez
PO-2026-71117,Global Supplies Inc,2026-01-22,2026-02-12,2026-02-12,83x Monitor,83,244.29,20276.07,AUD,Received,2/10 Net 30,HR,Los Angeles,Pending,Urgent delivery required,2027.61,22303.68,Mike Davis,Jessica White
PO-2026-69056,Component World,2026-01-22,2026-02-16,2026-02-16,33x Network Switch; 46x Office Desk; 32x Ink Cartridge; 71x Laptop; 53x Mouse,235,793.68,71148.26,GBP,Cancelled,Net 60,Finance,New York,Approved,Urgent delivery required,7114.83,78263.09,Mike Davis,Lisa Anderson
PO-2026-17014,Global Supplies Inc,2026-01-22,2026-02-06,2026-02-06,40x USB Cable; 50x Keyboard; 44x Desk Chair,134,558.60,52098.40,EUR,Received,Net 90,Finance,Sydney,Pending,Standard delivery,5209.84,57308.24,Robert Wilson,Alice Brown
PO-2026-45492,Quality Distributors,2026-01-22,2026-02-12,2026-02-12,43x Printer Paper; 27x Laptop; 89x Ink Cartridge; 32x USB Cable; 4x Monitor,195,597.52,80546.53,EUR,Approved,Due on Receipt,Logistics,Chicago,Rejected,Quality inspection required,8054.65,88601.18,Sarah Johnson,Jessica White
PO-2026-57814,Acme Corp,2026-01-22,2026-02-19,2026-02-19,72x Keyboard; 54x Office Desk; 59x USB Cable; 74x Office Desk; 39x Power Supply,298,565.15,139942.19,CAD,Approved,Due on Receipt,Operations,Toronto,Approved,Special packaging needed,13994.22,153936.41,Sarah Johnson,David Lee
PO-2026-95944,Acme Corp,2026-01-22,2026-02-08,2026-02-08,65x Router; 27x Power Supply; 7x Router,99,393.86,37108.07,AUD,Cancelled,COD,IT,New York,Approved,Standard delivery,3710.81,40818.88,Sarah Johnson,Lisa Anderson
PO-2026-32279,Enterprise Solutions,2026-01-22,2026-02-10,2026-02-10,44x Power Supply; 41x USB Cable,85,561.22,39220.80,GBP,Approved,2/10 Net 30,Finance,Toronto,Pending,,3922.08,43142.88,Sarah Johnson,Lisa Anderson
PO-2026-73355,Industrial Parts Group,2026-01-22,2026-02-19,2026-02-19,65x Power Supply; 29x Office Desk; 77x Monitor; 14x Ink Cartridge,185,74.49,40758.39,GBP,Partial,Net 90,HR,Los Angeles,Approved,,4075.84,44834.23,Mike Davis,David Lee
PO-2026-14864,Office Plus,2026-01-22,2026-02-10,2026-02-10,9x Ink Cartridge; 49x Router; 100x Desk Chair; 17x Power Supply; 9x Server RAM,184,567.36,75958.06,EUR,Partial,Net 90,Operations,New York,Pending,,7595.81,83553.87,Mike Davis,Alice Brown
PO-2026-79227,Tech Solutions Ltd,2026-01-22,2026-02-14,2026-02-14,11x SSD Storage; 65x Office Desk; 20x Printer Paper,96,135.50,67790.75,GBP,Pending,Net 90,Logistics,London,Rejected,Special packaging needed,6779.08,74569.83,Sarah Johnson,David Lee
PO-2026-45214,Office Plus,2026-01-22,2026-02-13,2026-02-13,9x SSD Storage; 64x Network Switch; 91x Server RAM; 85x Server RAM; 7x Printer Paper,256,645.63,154421.64,AUD,Received,Net 90,HR,Los Angeles,Approved,Special packaging needed,15442.16,169863.80,Robert Wilson,David Lee
PO-2026-69954,Tech Solutions Ltd,2026-01-22,2026-02-17,2026-02-17,68x Office Desk; 58x Router,126,851.49,62159.68,CAD,Approved,Net 90,Finance,London,Rejected,Standard delivery,6215.97,68375.65,Mike Davis,Jessica White
PO-2026-98983,Office Plus,2026-01-22,2026-02-05,2026-02-05,63x USB Cable; 78x USB Cable; 35x Desk Chair,176,228.23,84853.83,GBP,Draft,Due on Receipt,Operations,New York,Approved,Urgent delivery required,8485.38,93339.21,John Smith,Jessica White
PO-2026-39145,Quality Distributors,2026-01-22,2026-02-14,2026-02-14,53x Desk Chair; 93x Mouse; 52x Office Desk; 40x Ink Cartridge; 76x Router,314,3.22,128572.76,USD,Cancelled,2/10 Net 30,Finance,Chicago,Pending,Quality inspection required,12857.28,141430.04,Robert Wilson,Alice Brown
PO-2026-71562,Digital Systems,2026-01-22,2026-02-06,2026-02-06,5x Desk Chair; 89x Ink Cartridge; 79x USB Cable; 64x USB Cable,237,731.40,86402.02,USD,Draft,2/10 Net 30,IT,London,Pending,,8640.20,95042.22,John Smith,Tom Martinez
PO-2026-21556,Acme Corp,2026-01-22,2026-02-17,2026-02-17,8x Filing Cabinet; 26x USB Cable; 84x Server RAM; 60x Desk Chair; 5x Mouse,183,781.92,69971.69,AUD,Approved,2/10 Net 30,IT,Toronto,Rejected,Standard delivery,6997.17,76968.86,Sarah Johnson,Alice Brown
PO-2026-70038,Enterprise Solutions,2026-01-22,2026-01-27,2026-01-27,26x Office Desk; 81x Monitor; 74x Monitor; 57x Laptop,238,56.14,119513.09,USD,Received,COD,Logistics,London,Approved,,11951.31,131464.40,Emily Chen,Jessica White
PO-2026-82091,Acme Corp,2026-01-22,2026-02-11,2026-02-11,99x Mouse; 18x Laptop; 45x Monitor; 3x Server RAM; 93x Ink Cartridge,258,898.09,183919.62,CAD,Approved,Net 90,Logistics,Sydney,Pending,Urgent delivery required,18391.96,202311.58,Sarah Johnson,David Lee
PO-2026-84153,Office Plus,2026-01-22,2026-02-06,2026-02-06,53x Filing Cabinet; 90x Power Supply; 15x Keyboard; 14x SSD Storage,172,851.95,131094.17,EUR,Partial,2/10 Net 30,IT,New York,Approved,,13109.42,144203.59,Mike Davis,Jessica White
PO-2026-27767,Enterprise Solutions,2026-01-22,2026-02-04,2026-02-04,96x Network Switch; 25x Printer Paper; 62x Power Supply,183,684.04,135802.62,AUD,Approved,Net 60,Logistics,Los Angeles,Pending,,13580.26,149382.88,Emily Chen,David Lee
PO-2026-66964,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,97x Network Switch,97,466.57,45257.29,EUR,Approved,Due on Receipt,Logistics,Los Angeles,Rejected,Standard delivery,4525.73,49783.02,Sarah Johnson,Tom Martinez
PO-2026-70630,Global Supplies Inc,2026-01-22,2026-02-12,2026-02-12,42x SSD Storage,42,343.21,14414.82,USD,Draft,COD,Logistics,Chicago,Pending,Special packaging needed,1441.48,15856.30,John Smith,Jessica White
PO-2026-15771,Office Plus,2026-01-22,2026-02-20,2026-02-20,31x Network Switch,31,473.22,14669.82,GBP,Partial,Net 60,Logistics,Chicago,Rejected,,1466.98,16136.80,Sarah Johnson,Jessica White
PO-2026-81195,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,10x Keyboard; 80x Monitor; 63x Desk Chair; 93x Filing Cabinet; 14x Desk Chair,260,225.76,225386.46,USD,Draft,COD,Operations,Chicago,Rejected,Quality inspection required,22538.65,247925.11,Robert Wilson,Tom Martinez
PO-2026-51404,Global Supplies Inc,2026-01-22,2026-02-02,2026-02-02,72x Office Desk,72,665.99,47951.28,CAD,Cancelled,Net 60,IT,Chicago,Rejected,Urgent delivery required,4795.13,52746.41,John Smith,Jessica White
PO-2026-63010,Tech Solutions Ltd,2026-01-22,2026-02-08,2026-02-08,32x Power Supply,32,549.62,17587.84,USD,Cancelled,Net 90,Finance,London,Approved,Standard delivery,1758.78,19346.62,Emily Chen,Tom Martinez
PO-2026-56705,Global Supplies Inc,2026-01-22,2026-02-14,2026-02-14,8x SSD Storage; 31x Filing Cabinet; 94x Network Switch,133,127.50,35453.22,CAD,Approved,2/10 Net 30,Logistics,Los Angeles,Approved,,3545.32,38998.54,Sarah Johnson,David Lee
PO-2026-89526,Tech Solutions Ltd,2026-01-22,2026-02-18,2026-02-18,32x Router; 53x Mouse; 7x Network Switch,92,993.41,36951.97,GBP,Partial,Due on Receipt,IT,Sydney,Approved,Standard delivery,3695.20,40647.17,Robert Wilson,Alice Brown
PO-2026-24975,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,2x Office Desk; 94x Printer Paper,96,369.10,85577.90,USD,Cancelled,Due on Receipt,IT,Chicago,Pending,,8557.79,94135.69,Robert Wilson,Alice Brown
